"marketplace","customer_id","review_id","product_id","product_parent","product_title","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","year","product_category"
"US","43279976","R1LEXM1474VPZ5","B00FC43F1K","398151874","Phubby - the active wearWrist Cubby / Arm Wallet for cell Phone / iPod / PDA with 'touch' technology","5","0","0","N","Y","Love the product","It is worth the money. Material is strong and comfortable.","16437","2015","Mobile_Electronics"
"US","34916555","R3DOYBYEFJY0H7","B007WLZ42O","471222439","Garmin Portable Friction Mount for nuvi GPS receivers","5","0","0","N","Y","Five Stars","I love it. Fast shipping and very good item!","16437","2015","Mobile_Electronics"
"US","12487235","R3PQWY1ZQULM9R","B00KHJW30E","568317825","Intsun® Handheld Digital frequency meter GY560 GSM 50 MHz-2.4 GHz For Two Way Radio Walkie Talkie Transceiver Mini Digital Meter Tester Frequency Counter","5","1","1","N","Y","Five Stars","Really works great. I'm amazed how useful it is when checking radios for frequency generation.","16437","2015","Mobile_Electronics"
"US","15423284","R32FKW8FKNE9KF","B0092HQIX0","529160227","iXCC ® 2 pcs LONG 6 ft (SIX FEET !) White 8-Pin Lightning Cable","1","0","0","N","Y","One Star","Won't work with iPhone, error message on device","16437","2015","Mobile_Electronics"
"US","28559404","R3GKS3ZCL4X5OC","B007Z0GFK2","249329897","Everydaysource Compatible With Apple iPod Gen2/3 Touch Skin Case , Red","4","0","0","N","Y","Cheap affordable protection","I like it.<br />very nice shade of red.","16437","2015","Mobile_Electronics"
"US","18227515","RIBORKZUWG46Y","B002HU5UR4","383443108","Naxa NPB-250 Portable MP3/CD Player with Text Display, AM/FM Stereo Radio, USB Input &amp; SD/MMC Card Slot","3","0","0","N","Y","Less useful without the portibility","Mine drains batteries in a few days seemingly irregardless of use.  Lots of batteries to be replacing.  Less useful without the portibility.","16437","2015","Mobile_Electronics"
"US","5293545","R3I0Q6757F5469","B00MDTSLJI","295449508","Newest 2015 Version 1.0 USA Update for Garmin GPS (SD, Micro SD Card)","4","0","0","N","Y","Four Stars","Bay Plaza Mall in the Bronx , N.Y. not Loaded. No way to know what's loaded.","16438","2015","Mobile_Electronics"
"US","39323701","R2A32GGNH5DW1X","B00H980ESE","702398429","Evil Empire® Hello Kitty Hybrid Hard + Soft Case for iPod Touch 5 5th Generation High Impact (Teal Green)","4","0","0","N","Y","Four Stars","I got it for my niece and she's loves it!","16438","2015","Mobile_Electronics"
"US","725095","R3H0F2NVW4Q30Q","B00KKB8YMA","28811920","ZNU 200w FM Audio+Mp3 speaker Hi Fi Mini Amplifier for ipod Motorcycle car Mini Amp Blue","4","1","1","N","N","Does it come with its own power cable","Because it doesn't show it it the picture and in the suggestions it shows one","16438","2015","Mobile_Electronics"
"US","35725847","R21K5GQ43MWX8Z","B009WQQYG2","434298526","MP3 Player","4","0","0","N","Y","Four Stars","Everything I expected and good delivery service","16438","2015","Mobile_Electronics"
"US","19201329","R3FL6MTTKNROPP","B00NXVSS2U","353498626","360 Swivel Mini Bracket Ballhead Stand 1/4 Screw For DSLR Tripod","5","0","0","N","Y","A lot for the money","It is alot for the money. Works great and very simple with good quality.","16438","2015","Mobile_Electronics"
"US","36497963","R1Q1XGNHHS89QO","B005HQA0Q6","9715600","Performance Teknique ICBM-4.2GPS 4"" DIGITAL Panel Touch Screen, One DIN, DVD/...","1","2","3","N","Y","Look elsewhere","I bought this because it was single din. It's basically useless. If you want a good single din GPS radio check out the Power Acoustik PNX-721. It's $100 more but is worth every single penny of that.","16439","2015","Mobile_Electronics"
"US","42599687","R350YQ7AUZ02D7","B00IQUNAPS","584008789","2007-2013 Chevy Silverado / GMC Sierra Ultimate Backup Camera Kit for Aftermarket Display","5","0","0","N","Y","Five Stars","This is a perfect fit for a factory finish look. Very impressed.","16439","2015","Mobile_Electronics"
"US","11222629","R37IPR5C7JEBV6","B00MPECVCY","958755258","Aweek® 2.5mm Car Charger Cable for BaoFeng Two Way Radio Walkie Talkie UV-5R 3800mAh Battery High Capacity","5","0","0","N","Y","Radio Charger","Does what it so supposed too. Has Fuse that can be replaced if a bad cigarette keeps blowing it out to protect your device. Than that means you have a problem with your vehicle some where. Or you did something to your device causing it to blow fuse. Humanature. I thought product would be better quality on the plastic parts. But seems sturdy for what it's purpose is. I would buy again if I needed too.","16439","2015","Mobile_Electronics"
"US","2349770","R2EJQOSUWHTU8","B00JTN87P4","836787732","Dreamall 2014 Most Fashionable Dancing Water Fountain,4 LED Colors and USB Speaker(White)","1","0","0","N","Y","The order was 2 weeks late and then when I ...","The order was 2 weeks late and then when I finally received it the equipment was defective! You have to plug them into the computer and then into your phone and when you plug them in they only work for a second and then they stop. The music plays but the water doesn't bounce. Very unsatisfied. Seller wouldn't refund me either.","16439","2015","Mobile_Electronics"
"US","39400216","RXA4NGEV0TZUL","B00LIADN96","795828375","Bolse 10W High Definition Wireless Bluetooth Speaker With DSP Technology(Two Large 50MM 5W Drivers), 10 hour Play-time with Built-in Speakerphone For iPhone 5S, 5, iPad Air, Mini, Samsung Galaxy S5, S4, HTC, Tablets, PC","2","0","0","N","Y","The real disappointment however, is the annoying buzz and crackling noise ...","The sound is respectable. The real disappointment however, is the annoying buzz and crackling noise that occurs when the playback stops. I purchased this speaker as an accessory when watching/streaming movies on my laptop/projector. The sound is decent but when there is no sound from the playback, the device, which apparently is incapable of handling silence, makes horrible noises. My husband hates it and I would have returned it, if I hadn't already trashed the box & packaging.","16439","2015","Mobile_Electronics"
"US","2533444","RM4IJXL7V5QQO","B008H2GPZ2","926148647","Everydaysource® White Soft Rubber Skin Gel Cover Case+Mirror Guard Compatible With iPod®i Touch 4 G 4th Gen","4","0","0","N","Y","Ok","It was a good case I thought the screen proctor stuck but the case holds it","16439","2015","Mobile_Electronics"
"US","1332115","R2OAFKTGDFFSEB","B005ZZ3F0W","692454806","Kiwi Cases Kobo Vox eReader Black Leather Executive SRX Series Case","5","0","0","N","Y","Five Stars","It's awaome thanks!","16439","2015","Mobile_Electronics"
"US","14296854","R1RZBI2EY2MNO0","B000VELEYG","872245820","OEM MOTOROLA SYN1630A MINI USB CAR CHARGER FOR KRZR L6 L7 A1200 Pebl Q U6 V190 V195 V235 V360 V323 V326","5","0","0","N","Y","Five Stars","Got the item quickly and it was exactly as advertised.","16439","2015","Mobile_Electronics"
"US","23909539","R6BHQ7BDDR569","B0026Y8PEG","257031889","For Magellan 4370 GPS Portable Plug-in AC Charger","5","0","0","N","Y","Cool.","works","16439","2015","Mobile_Electronics"
"US","26114182","R3AQVS7OI35IAB","B00LAG4HN4","536367292","iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)","5","0","0","N","Y","Work great.","These work great.  I've had no problems w/ them.","16440","2015","Mobile_Electronics"
"US","38827833","R3A06LZT4IOT6J","B00LAG4F6S","82850235","iXCC Multi pack Lightning cable","4","0","0","N","Y","Four Stars","Worked great","16440","2015","Mobile_Electronics"
"US","26653796","R6IEG8D7TDVJ9","B00LAG4F6S","82850235","iXCC Multi pack Lightning cable","5","0","0","N","Y","Works great. Love the long length","Works great.  Love the long length.","16440","2015","Mobile_Electronics"
"US","26362166","R30RC979NWU9VG","B00C9B32J4","792244709","Fotga Newest V8.00.034 MINI VCI for TOYOTA TIS Techstream Diagnostic Cable & Software","5","0","0","N","Y","I wish I could find one for every manufacturer like this.","I run windows XP, I had no problems with the installation.  Paid for its self first use.  I can't wait to use it more.  This is a no brainer for the price.  I wish I could find one for every manufacturer like this.","16440","2015","Mobile_Electronics"
"US","45141613","RMVUD5SWI0LP","B008RV3DEY","371839803","New Uncut Blank Transponder Ignition Key for Toyota Avalon Camry Corolla Rav4 Tundra Yaris Matrix Solara (Chip #4d-67)","5","0","0","N","Y","SUPER value!!!","The version that worked for me was to , on the 5th key turn leave the key on open the door and close it 6 times then turn key off and put in the cut blank and turn on and leave it for one minute. My security light never was lit up and it still worked. I tried 2-3 other iterations of this process and they did not work. Until the keys were programmed all they did was crank the engine it never actually ran. Just turned over.<br /><br />Many of these say if you dont have the security light to light up solid dont proceede well with my 2004 sequoia that was not the case.<br /><br />Great item and value!<br /><br />Lowes wanted $75 for the same thing, of course there programmed but a little googling and you can find your programming steps and save big $$$. I bought 2 keys and saved over $100 on the two easy!","16440","2015","Mobile_Electronics"
"US","34855939","R1FQ43T1Y6VGL9","B00AJD0H88","626857861","X-1 (Powered by H2O Audio) Surge Mini Waterproof In-Ear Headphones","4","0","0","N","Y","The sound quality isn't amazing, but the waterproofing is","The sound quality isn't amazing, but the waterproofing is.  I sweat a lot at the gym, enough that I was getting shocked by my old earbuds.  These haven't had any issues in several months of heavy gym use and they sit quite comfortably in my ear","16440","2015","Mobile_Electronics"
"US","1966762","R2RYV85198X5ZG","B008JGR44W","663734548","The OontZ Ultra-Portable Wireless Bluetooth Speaker by Cambridge SoundWorks","5","0","0","N","Y","Made a great gift","This Bluetooth portable speaker is our go to around the house, traveling etc. Sound quality is great, the battery life lasts a long time between charging and the Bluetooth range is strong enough to walk out of the room and still have music.","16440","2015","Mobile_Electronics"
"US","47728090","R15OU985Z46TOL","B009KYRB18","802827896","Xtenzi Mercedes Audi VW Stereo Radio Removal Remove Key Tool (Ref# 86-9001)","5","1","1","N","Y","Quality tool. For those wondering, these are steel ...","Quality tool. For those wondering, these are steel, NOT cheap aluminum as sold by chain stores. These actually hold their edge, and therefore their usability.<br /><br />Side note, if you have a double din head unit (like me) you need four (4) keys, which means two (2) of these sets.","16440","2015","Mobile_Electronics"
"US","23994305","RBZ8NW0VP9PE4","B0008D7QR4","304194376","Apple Camera Connector for iPod - M9861G/A","1","0","0","N","Y","Wrong item.","The item that arrived was different from what is shown in the picture. It was labeled as a camera connector, but it appears to be a wall charger with a FireWire connector instead of USB.","16440","2015","Mobile_Electronics"
"US","19809309","R25M3PK8PE5SJQ","B00LAG4HN4","536367292","iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)","5","0","0","N","Y","Five Stars","Working great after a couple months. I'll report back if and when it wears out.","16440","2015","Mobile_Electronics"
"US","1496301","R354A8MGI6MLAY","B0088NPVB4","1264634","Diy iPod Touch 4 case , Fashion case for iPod touch 4 case","5","1","1","N","Y","Five Stars","Loved them :-)","16440","2015","Mobile_Electronics"
"US","1876989","R19ZJ4E4Y8RH51","B004K9ZU16","743772791","HandStands GPS Dash Sticky Pad","5","1","1","N","N","thank you","Like the fact its wide.","16440","2015","Mobile_Electronics"
"US","53037408","R1BO9D1M94OMUT","B00PXOBY9Y","119881086","Senbowe&trade;Waterproof Bluetooth 3.0 Wireless Stereo Bluetooth Speaker /Wireless Outdoor Speaker/Shower Speaker with Handsfree,Control Buttons,Dedicated Removable Suction Cup for Showers, Bathroom, Pool, Boat, Car, Beach,Compatible for Apple iPhone 6,6 Plus, 5s, 5, Galaxy S5, S4 S3, Samsung Galaxy Note4,Note 3, Note 2,LG Optimus,LG G3,G2,MOTO X,Most Android Smart Phones and Tablets and other Blu","5","0","0","N","N","Surprisingly good for a shower speaker","There were a few areas of which I was skeptical when I accepted a review sample of this speaker. The first was the rated low end frequency, which is 120Hz. That is six times higher than most speakers, which are in the 20Hz range. The second was my prior experience with shower speakers - not too impressive.<br /><br />This speaker impressed me. The higher frequency response of the bass does not appreciably hurt the sound quality. Granted, it is not thumping, but it is more than sufficient for the music  I prefer (jazz). More importantly, the high end does not break up at maximum volume, nor does it sound tinny. The mid range is excellent - full and rich, and that is part of the reason why this speaker sounds so good with the higher bass frequency response.<br /><br />Volume is more than sufficient for up close (up to three meters), and for streaming music in the shower it actually performs well. The earlier generation of shower speakers were abysmal in this area. This one shows some attention to design and improvement over the earlier generations from all brands (I have been testing bluetooth speakers for the past two years and have noticed a recent trend among all brands of vast improvements and this one is no exception.<br /><br />Note that for making and receiving phone calls in a shower this just does not work. The cascade of water masks incoming and outgoing calls to the point where they are unintelligible unless you turn off the shower during the call. I suspect that all speakers that have phone functions will exhibit the same problems in a running shower.<br /><br />I get an easy three hours of continuous play time from mine. I tested it in a shower, but I use it affixed to my refrigerator so I can enjoy music while cooking.<br /><br />A few other notes: this one goes into pairing mode as soon as it's turned on, so it's easy to pair, connect and stream music.  Because it has a rubber (or silicone) covering it's also rugged and perfect for outdoors activities and harsh environments.nd harsh environments.","16441","2015","Mobile_Electronics"
"US","30799201","R2B12NK9YQZL0U","B00JDP6I3Q","977995360","AIMS Power 3000W Pure Sine Wave Inverter 24 Volt PWRIG300024120S","5","0","0","N","N","I love this inverter","So far I love my aims inverter. I can run everything in my home that is 120 volts - when my solar panels are getting a sunny day. I had to use the hardwire connection because the breakers in the plug-in receptacles would not hold my load. I bought a 3000 watt inverter from China because it was cheap; but like they say - you get what you pay for. It lasted 3 days. Don't waste your money - this aims inverter is industrial grade. I am hoping to use it for several years. My electric bill is cut in half so far. If it keeps on producing power for me like it has been - I don't know how I could be happier with it. One of the things that I have noticed is - some of the aims inverters are not rated for marine or industrial use. Beware of them - even if the have the aims name on them.","16441","2015","Mobile_Electronics"
"US","44651033","R2EQW19JJFCESD","B00F2GMWCG","539215400","E-PRANCE® Mini 0801 Car DVR Dash Camera Ambarella A2S60 Chip 5M pixel CMOS + GPS Logger + Build-in 8GB Memory + High Resolution Full HD 1080P 30 FPS + G-sensor + License Plate + 135 Degree Wide Angle View","2","1","1","N","Y","I received what I ordered, however, the features ...","I received what I ordered, however, the features described this unite has, but they do not all work at the same time. You can not have your cake and eat it to. You can have time stamp or gps. The directions are extremely vague and I sti have not been able to realize all this dvr will do. I have ordered the Transcend recorder and will most likely return this unit","16441","2015","Mobile_Electronics"
"US","14130955","R297UHATF6AEC8","B004DELGNE","775546957","Case for Garmin Nuvi GPS 265W 855 260W 1350T 205W 1350LMT 1390LMT 295W 465T 1300 1300LM 1390T 255W 1370T 765T 885T 250W 755T 660 650 750+Screen Protector, Black Carbon","5","0","0","N","Y","Five Stars","Good case","16441","2015","Mobile_Electronics"
"US","39248850","R1F2NK2WW7YBWJ","B00HFDHB9S","535615189","BeatsByDre PILL2K Pill 2.0 Wireless Bluetooth Speaker Black","5","0","0","N","Y","Five Stars","good sound wish there was better base though but what do you expect for a tiny speaker box","16441","2015","Mobile_Electronics"
"US","44361791","R1CRYYU5NPKXPW","B008R68DFS","423148551","Patazon Black Extension Dock Extender 30pin Adapter for iPod iPhone 4 4S","1","0","0","N","Y","Junk","POS! Lasted about a week and a half and then literally fell apart. The first one of these I had lasted for more than a year before doing the same, so thought I might be luckier with another one but wasn't.","16441","2015","Mobile_Electronics"
"US","42970181","R3HBKEONLEYAMR","B009UP9J4O","342970722","Everydaysource? Premium Vent Mount Holder Compatible With Apple? iPod Nano? 7 (7th Generation) - Black","5","0","0","N","Y","Five Stars","very good.","16442","2015","Mobile_Electronics"
"US","14850340","R28GWI94ONVHYV","B00LPDUXGW","266088154","Better-life Pill Portable Speaker Black","5","0","0","N","N","Excellent sound and Volume","Very please by the sound quality of this mighty little speaker.  Price is great too. Plan to buy another one as a gift. Don't expect to much from something this small but thought i would give it a try......Fits my needs perfectly.","16442","2015","Mobile_Electronics"
"US","33008096","R3FITF55LZX8PX","B00EC4UDPC","237142037","Blueskysea 2013 New Firmware Dvr207gs Hd720p Ir Car Vehicle Dash Camera Cam DVR G-sensor M1113","4","0","0","N","Y","Four Stars","Very good quality in day and night.","16442","2015","Mobile_Electronics"
"US","36885998","R27T74Y1GZPH78","B00EDM5WV8","998105706","SPOT-3O Spot Gen3 GPS Satellite Messenger","5","12","13","N","Y","Really nice product, kinda expensive seeing how I will only ...","Really nice product , kinda expensive seeing how I will only use it for 3 months a year but still have to buy a yearly membership subscription.","16442","2015","Mobile_Electronics"
"US","17608556","R1LFG02C8IYAG5","B00J46XO9U","744008282","iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)","5","0","0","N","N","Five Stars","Work very well.  Thank you!","16442","2015","Mobile_Electronics"
"US","26658903","R3CZMAWZ95O1W3","B006PAZEKA","100001915","eForCity® Clear Reusable Screen Protector 6"" LCD Guard+Black Leather Case+AC Home Wall Charger+Car Charger+Clip-on ebook readking LED Light Compatible with Nook 2 Simple Touch","5","0","0","N","Y","Nook Case","Great for the price and protection of nook","16443","2015","Mobile_Electronics"
"US","44176748","RAIQ0B6MRVU69","B00J46XO9U","744008282","iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)","5","0","0","N","Y","Hightly recommended!","Excellent quality. If I need more cables definitely I will buy these cable again!","16443","2015","Mobile_Electronics"
"US","11717378","R2TE1NYFYZKZE","B0067XVNTG","563475445","Generic Car Dashboard Video Camera Vehicle Video Accident Recorder (2.0"" 1080P)","5","0","0","N","Y","Five Stars","Very fast got in the third day very good thank you works good love it","16443","2015","Mobile_Electronics"
"US","24362690","R2EHGFUB4M54YE","B00OY8QYPY","67959837","Sony Compact Portable Stereo Sound System Boombox with MP3 CD Player, Digital Tuner AM/FM Radio, Tape Cassette Recorder, Headphone Output & 3.5mm Audio Auxiliary input Jack to connect any iPod, iPhone or Digital Audio Device - Features: Mega Bass Reflex Speakers, 20 Track RMS Programming, 30 Presets, LCD Display, Auto Scan Tuning, Synchronized Dubbing & Recording *Bonus DB Sonic CD Laser Lens Head","5","0","0","N","Y","Great Product","What a great product! Wonderful sound quality. Love it.","16443","2015","Mobile_Electronics"
"US","19564386","R159F2SZ5SEBRK","B00LAG4HN4","536367292","iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)","4","0","0","N","Y","Four Stars","Works perfectly for both iPhone and iPad.  The connector is a bit bigger than the original apple connector, though.","16443","2015","Mobile_Electronics"
"US","22372129","R2NPW7ISSAE7VM","B00J46XO9U","744008282","iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)","1","0","0","N","Y","Worked for a little while","Lasted for a few weeks and then stopped working.. Disappointing","16443","2015","Mobile_Electronics"
"US","40666270","R1CVS71YL8RN22","B003QLANES","684829138","rooCASE Neoprene Sleeve Carrying Case for Garmin nuvi 1450 5.0-inch","4","0","0","N","Y","Four Stars","better than which I expected, Nice cover","16443","2015","Mobile_Electronics"
"US","16916764","R2JMQZUIVJOTQV","B00J46XO9U","744008282","iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)","5","0","0","N","Y","Great Cables...especially for the price","Great cables at a great price. Have functioned perfectly with an iPhone 5C, 5 & 6 plus and iPad mini 2.","16443","2015","Mobile_Electronics"
"US","49874249","R2AANHJVL3IN5W","B008XW05NO","140915568","Solar Power Car Auto Cooler Fan Air Ventilation Vent System Radiator Black","3","0","0","N","Y","Three Stars","I would not buy it again.","16443","2015","Mobile_Electronics"
"US","14467554","R1Q4ZTNQ9HB50I","B002FP4D5G","642133611","BLUE BUBBLE Transparent Silicone Case Skin Protector Cover for Apple iPod Touch 2 2G 2nd Generation 8GB 16GB 32GB + Free Screen Protector (Many Colors Available)","4","0","0","N","Y","Four Stars","Easy, fun, functional  and too cheap to pass up!","16443","2015","Mobile_Electronics"
"US","39363546","R2D31UISQ2DXQC","B00J46XO9U","744008282","iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)","5","0","0","N","Y","perfect replacement","The quality of these cables is excellent.  No issues at all with fitting in cases. Perfect replacement for when your apple one wears out","16443","2015","Mobile_Electronics"
"US","47736862","R2OK9JMKXM9OEO","B002PXAST8","228858648","Momentary Valet Switch for Directed Electronics Security & Remote Start Systems 8631 for Viper, Python, Clifford, Avital, Hornet Valet Sidewinder & Others","5","0","0","N","Y","Five Stars","Worked great for I needed it for.","16443","2015","Mobile_Electronics"
"US","51061495","R2329OUQTFKHYS","B00OFB7RQU","328726980","GPS Navigator Anti Reflective Sun Shade for 5 Inch GPS for Garmin, Tomtom most kind of GPS Devices","2","0","1","N","Y","Blocks on/off switch","I returned this sun shade because the tabs that hold it onto the gps block the on/off switch making it difficult to operate.<br />I thought that perhaps I would double face it on but decided to simply replce it and bought a Windshield Dashboard Car Mount for TomTom http://www.amazon.com/gp/product/B001H4B0AC/ref=oh_aui_detailpage_o03_s00?ie=UTF8&psc=1.<br />This unit extended the TomTom away from the glass so it didnt reflect as much on the window at night and gave me more flexibity to adjust it to reduce the reflection of the sun.","16443","2015","Mobile_Electronics"
"US","50530785","R3JL5A4LKD9C2V","B00E57NHOU","747719821","PD196: 4GB IPX8 Waterproof MP3 Player with FM Radio / Pedometer / Stop Watch Function (Green)","1","0","0","N","Y","One Star","very hard to figure out is not easy for some one looking for some thing simple","16443","2015","Mobile_Electronics"
