"marketplace","customer_id","review_id","product_id","product_parent","product_title","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","year","product_category"
"US","1231929","R2J17Q294YHMK0","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","Excelente","16436","2015","Gift_Card"
"US","51934218","R3M9L5JUVCHC3V","B00A48G0D4","848703272","Amazon eGift Card - Happy Birthday (Candles)","5","0","0","N","Y","Five Stars","Very convenient!","16436","2015","Gift_Card"
"US","51609742","R2VJJ9G69MJVBH","BT00CTP5GY","775486538","Amazon.com Gift Card in a Greeting Card (Various Designs)","5","0","0","N","Y","I found this way of giving extremely straight forward and ...","I found this way of giving extremely straight forward and trouble free, I would not hesitate to use it again.","16436","2015","Gift_Card"
"US","25281815","RN5Q30OSZMPLI","B00A4EK69C","964882494","Amazon Gift Card - Print - Happy Birthday (Cupcake)","5","0","0","N","Y","GREAT GIFT CARD!!!","The Birthday Girl loved it.  Came out really nice.","16436","2015","Gift_Card"
"US","15647313","R9TYF51VN90ZM","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","very fast","16436","2015","Gift_Card"
"US","29706454","RY2ZX2JQLUTBJ","B004KNWX26","318269935","Amazon Gift Card - Print - Merry Christmas (Shopping Snowman)","5","0","0","N","Y","Five Stars","always a good gift and always appreciated","16436","2015","Gift_Card"
"US","39994909","R1XHNDXOMQ2QMJ","B00Q5BOSYC","963095696","Amazon Gift Card - Print - Deck the Halls","5","0","0","N","Y","Five Stars","Great way to gift.","16436","2015","Gift_Card"
"US","41435793","R16KLQG3UVZZ3P","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","good","16436","2015","Gift_Card"
"US","12264187","R12EIO96F4R9MZ","B004LLILGO","681547152","Amazon eGift Card - Merry Christmas (Birds)","5","0","0","N","Y","Five Stars","gift","16436","2015","Gift_Card"
"US","14704444","R1YSOR4T5OHYRH","B00A48G0D4","848703272","Amazon eGift Card - Happy Birthday (Candles)","5","0","0","N","Y","Five Stars","Convenient way to give a gift that someone can really use","16436","2015","Gift_Card"
"US","44844660","R1MWKC2KL9CV8R","B005ISQ6JI","775486538","Amazon.com Gift Card in a Greeting Card (Various Designs)","5","0","0","N","Y","Five Stars","great gift","16436","2015","Gift_Card"
"US","32439867","R3QSMAZD8RRA5B","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","very goog ok","16436","2015","Gift_Card"
"US","24201526","R1QJHPET29KYL9","B00G4IV2VI","538766567","Amazon eGift Card - Merry Christmas (Pine)","5","0","0","N","Y","Five Stars","This was very easy to use.","16436","2015","Gift_Card"
"US","31003765","R2Y1YGG73ELP5M","B00JDQLYAC","426498612","Amazon.com Gift Card in a Greeting Card - Holiday Designs","5","0","0","N","Y","Five Stars","grandson loves this","16436","2015","Gift_Card"
"US","1420443","R2O7KVZ16ZU7B4","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","good","16436","2015","Gift_Card"
"US","47116153","R1L128HERS86OH","B00G4IURXW","606034204","Amazon eGift Card - Happy Holidays (Gingerbread Man)","5","0","0","N","Y","Five Stars","always a good gift","16436","2015","Gift_Card"
"US","23075401","R1ZQ2QPCVLFWC","B00IX1I3G6","926539283","Amazon.com Gift Card Balance Reload","4","1","1","N","Y","Four Stars","Excelente  idea.","16436","2015","Gift_Card"
"US","12019911","R1S93Y2ZP1A7Q1","B00JDQM3VQ","426498612","Amazon.com Gift Card in a Greeting Card - Holiday Designs","5","0","0","N","Y","must have for all","who can't use this","16437","2015","Gift_Card"
"US","1389240","R3N2WYC12QHQ8D","B004LLILGO","681547152","Amazon eGift Card - Merry Christmas (Birds)","5","0","0","N","Y","Five Stars","Very nice!!!","16437","2015","Gift_Card"
"US","42889035","R1C4E5SBJRZR2K","B0091JKYA2","941945933","Amazon.com Gift Card for Any Amount in a Santa Tin (Ho! Ho! Ho! Card Design)","5","0","0","N","Y","Five Stars","Perfect gift","16437","2015","Gift_Card"
"US","37693226","R2I5EQ65XTYXFY","B004KNWX5S","3702913","Amazon Gift Card - Print - Musical Snowmen","5","0","0","N","Y","Five Stars","Easy to purchase.","16437","2015","Gift_Card"
"US","41413040","R1L10E9IBI4WMH","B0066AZGD4","136017760","Amazon eGift Card - Upload Your Photo - Gift for You","5","0","0","N","Y","Perfect gift when speedy delivery is a must","Last month I managed to somehow forget about my sister's Birthday. Thankfully, my sister uses Amazon for 95% of her online purchases and the Amazon Gift card was an obvious winner. She received the gift card immediately after my purchase and I was able to add a bit of personal flair to her gift with the excellent gift card customization tools.<br /><br />I will definitely look to Amazon for gifts in the future when a fast delivery is absolutely critical.","16437","2015","Gift_Card"
"US","8003092","R3613PMWIVV6S3","B0062ONJRE","334262000","Amazon Gift Card - Print - Merry Christmas (Nativity Scene)","5","0","0","N","Y","Very Beautiful Card Right From My Printer","Card is simultaneously.discrete and bold.","16437","2015","Gift_Card"
"US","45226760","R374LFETM4GTI5","B00Q5BO5NQ","791473676","Amazon Gift Card - Print - No Complications","5","0","0","N","Y","Five Stars","It was very easy and my grandchild loved it","16437","2015","Gift_Card"
"US","14523354","R34TTK53FZV0DN","B00JDQM3VQ","426498612","Amazon.com Gift Card in a Greeting Card - Holiday Designs","5","0","0","N","Y","Five Stars","Good","16437","2015","Gift_Card"
"US","29916215","R1QHHSQEIS5LJK","B00PMLDVOE","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","Easy and safe !","16437","2015","Gift_Card"
"US","38228552","R18K2CVBW0U6HD","B004KNWWO0","802996579","Amazon.com Gift Cards - Print at Home","5","0","0","N","Y","Five Stars","excellent sale","16437","2015","Gift_Card"
"US","14289487","R2J3UDL7FM8BIF","B00G4IW690","135009463","Amazon Gift Card - Print - Happy Holidays (Gingerbread Man)","5","0","0","N","Y","Easy gift","Easy to process.","16437","2015","Gift_Card"
"US","42907764","R2TMMU6DAELOMZ","B00AF0K82U","938949631","Amazon.com Gift Card - Upload Your Photo (Print) - Gift for You","5","0","0","N","Y","awesome way to buy last gift minute gift","What can I say, this is a great simple way to give a gift card, especially last minute!!  best features are that you can upload your own photo, which personalized the card, plus you can immediately print the paper card, making it crucial for &#34;oops last minute&#34; gift card purchases.  Definitely recommend.","16437","2015","Gift_Card"
"US","2110789","R2XQWX1C0XIK90","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","You are a joy for our","`to the situation in our country, You are a joy for our pockets","16437","2015","Gift_Card"
"US","45083736","R2A287XI44CFNZ","B00P6TN9T4","673770023","Amazon eGift Card - Amazon Camera","5","0","0","N","Y","Five Stars","Excelent!!!","16437","2015","Gift_Card"
"US","13309676","R1H2EK5ITKVXNO","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Worked exactly as described","This gift card magically gave spending power to a friend in a distant location. It was kinda like a miracle! I would not hesitate to recommend Amazon gift cards to anyone who wants to get something for someone when you are uncertain what that person might want.","16437","2015","Gift_Card"
"US","25189281","R32RJK8FBTQKDO","B009WD21N0","775486538","Amazon.com Gift Card in a Greeting Card (Various Designs)","4","0","0","N","Y","It is wonderful to have these gift cards available in order for ...","It is wonderful to have these gift cards available in order for the recipient to purchase so many wonderful and varied items. Better than a conventional store.  Arrived very quickly.","16437","2015","Gift_Card"
"US","4479619","RO3G0QTER20KW","B007V6ETXA","711948638","Amazon eGift Card - Thank You (Smile)","5","0","0","N","Y","Five Stars","its fine","16437","2015","Gift_Card"
"US","2156639","R1KPH13OA8Q6EB","B00GXSCZVK","333155115","Amazon Gift Card - Email - Just Because (Pick Your Own Gift) [Someecards]","4","0","0","N","Y","Four Stars","Very nice.","16438","2015","Gift_Card"
"US","1026717","R2QFD53MTCRWX8","B004LLIKVU","473048287","Amazon.com eGift Cards","1","0","0","N","Y","One Star","Took wayyy too long!!!!!","16438","2015","Gift_Card"
"US","47073019","R2Q2CK1DCZYFAK","B00IX1I3G6","926539283","Amazon.com Gift Card Balance Reload","1","0","0","N","Y","Gift card already redeemed?","It did not work gift card was already redeemed by another person","16438","2015","Gift_Card"
"US","12243268","R1G6YUHZ68Y9G5","B00A48G0D4","848703272","Amazon eGift Card - Happy Birthday (Candles)","5","0","0","N","Y","Five Stars","met my expectations","16438","2015","Gift_Card"
"US","5688440","R3UJ6PRV4KFTSB","B00H5BMRN0","145629106","Amazon eGift Card - A Glimpse of Santa (Animated) [Hallmark]","5","0","0","N","Y","10/10","Did the job, got a laugh.","16438","2015","Gift_Card"
"US","11165048","R3NWK1G5RM9ZST","B00BWDH368","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Happy Birthday","Recipient was very pleased!","16438","2015","Gift_Card"
"US","34557270","RPXEP5GXKF2V0","B00CT780C2","473048287","Amazon.com eGift Cards","5","0","0","N","Y","LOST","GREAT BUT GOT LOST IN THE MAIL! HOPE SOMEONE HAD A GOOD CHRISSTMAS.","16438","2015","Gift_Card"
"US","48838626","R1WC1QLSZ8H8B1","B00IX1I3G6","926539283","Amazon.com Gift Card Balance Reload","5","0","0","N","Y","Five Stars","Fine!","16438","2015","Gift_Card"
"US","38123634","RDMEAOL8LBS33","B00G4IWEZG","291625889","Amazon Gift Card - Print - Merry Christmas (Pine)","5","0","0","N","Y","Excellent in all ways","No complaints. Excellent in all ways.","16438","2015","Gift_Card"
"US","22741209","R2LY0A2ZT76KS4","B0066AZGD4","136017760","Amazon eGift Card - Upload Your Photo - Gift for You","5","0","0","N","Y","Five Stars","Great way to send someone a gift card!","16438","2015","Gift_Card"
"US","36518570","R1QTC6HDHUIJ68","B0091JKU5Q","340283309","Amazon.com Gift Card for Any Amount in a Snowflake Tin (Happy Holidays Card Design)","5","0","0","N","Y","Five Stars","Great little box for this...","16438","2015","Gift_Card"
"US","17420803","R2WDKYLS2JM8J8","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","can't go wrong with that","can buy anything from amazon","16438","2015","Gift_Card"
"US","52146972","R120JKY1JCO46P","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","so the gift cards are perfect.","I'm a huge Amazon fan, so the gift cards are perfect.","16438","2015","Gift_Card"
"US","41267456","R27S98WVL2A5S2","B00H5BMF00","373287760","Amazon eGift Card - Froggy Birthday (Animated) [Hallmark]","5","0","0","N","Y","great gift if you just don't know","Great way to give a gift if your just not sure what they wOuld Like!","16438","2015","Gift_Card"
"US","16138267","R2GAPX7T4I16S7","B00H5BMH44","81025991","Amazon eGift Card - Hoops and Yoyo Cake Face (Animated) [Hallmark]","5","0","0","N","Y","Five Stars","Can't go wrong with a gift card to Amazon!","16438","2015","Gift_Card"
"US","15388385","RM2OW78GNGEQI","B00IX1I3G6","926539283","Amazon.com Gift Card Balance Reload","5","0","0","N","Y","Five Stars","This is a great feature because you can reload balance from any of card.","16438","2015","Gift_Card"
"US","7032725","R42WGJNB0QPGJ","B00IX1I3G6","926539283","Amazon.com Gift Card Balance Reload","5","0","0","N","Y","Five Stars","Is an excellent service, very fast and practical","16438","2015","Gift_Card"
"US","7389325","R1CXWKEQ8JQWPJ","B00A48G0D4","848703272","Amazon eGift Card - Happy Birthday (Candles)","5","0","0","N","Y","Five Stars","My Mom loved it, she gets to pick the books she loves😎","16438","2015","Gift_Card"
"US","17499908","RMOAESPMPPVVR","B00CHQ8ETO","426498612","Amazon.com Gift Card in a Greeting Card - Holiday Designs","5","0","0","N","Y","Perfect","Exactly what I wanted","16438","2015","Gift_Card"
"US","26213547","R2M8DVN86IA91","B00G4IV2VI","538766567","Amazon eGift Card - Merry Christmas (Pine)","5","0","0","N","Y","Five Stars","Easiest way of sending a gift card ever!","16438","2015","Gift_Card"
"US","34304377","R3NJTOMY6VEBEG","B004LLIKY2","918740469","Amazon eGift Card - Amazon Kindle","5","0","0","N","Y","Five Stars","excellent","16438","2015","Gift_Card"
"US","1144358","R2ZSTJ9T27LYPU","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","excelent","16438","2015","Gift_Card"
"US","28916173","R1LMQ414OJ3KAT","BT00CTP1G8","775486538","Amazon.com Gift Card in a Greeting Card (Various Designs)","5","0","0","N","Y","Five Stars","Beautiful card with gift card built in. Lovely.","16438","2015","Gift_Card"
"US","51337028","R29IM3K5RSE4ZT","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","So easy!!!","So easy!!!","16438","2015","Gift_Card"
"US","1881804","R2E8IC6LHAJIAW","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","Good... Thanks ..","16438","2015","Gift_Card"
"US","1960877","R2UV8XC1JRKAQA","B00G4IV2VI","538766567","Amazon eGift Card - Merry Christmas (Pine)","5","0","0","N","Y","Five Stars","Very good.","16438","2015","Gift_Card"
"US","24673734","RYAFE3EZ9VW4D","B00JDQLYAC","426498612","Amazon.com Gift Card in a Greeting Card - Holiday Designs","5","0","0","N","Y","Five Stars","Grand kids LOVE gift cards. All 16 of them!!!","16438","2015","Gift_Card"
"US","5585337","R3VUF30KK6Z4E5","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","EXCELENTE ...","16438","2015","Gift_Card"
"US","42676340","RA6SUXP4G8BBS","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","It worked","16438","2015","Gift_Card"
"US","10939931","R251IR8B9HY8LN","B00IX1I3G6","926539283","Amazon.com Gift Card Balance Reload","5","0","0","N","Y","Five Stars","Love it don't have to get cards to add money","16438","2015","Gift_Card"
"US","38778905","RIGNUEHC6B8L5","B004LLILHI","222553719","Amazon eGift Card - Merry Christmas (Cross)","5","0","0","N","Y","Five Stars","Excellent Item as a gift ! Fast way to say Merry Christmas !","16438","2015","Gift_Card"
"US","23043518","R3LUWJVCCPHG0X","B0091JKYWU","941945933","Amazon.com Gift Card for Any Amount in a Santa Tin (Ho! Ho! Ho! Card Design)","5","0","0","N","Y","Five Stars","Cute Santa gift card holder!","16438","2015","Gift_Card"
"US","2426753","R3BTDTQGQZUZ2A","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","easy and perfect","Fast, easy and perfect!","16438","2015","Gift_Card"
"US","50431926","R1HLREX8WBQG0E","B005J04340","775486538","Amazon.com Gift Card in a Greeting Card (Various Designs)","5","0","0","N","Y","Five Stars","It's a gift card.","16439","2015","Gift_Card"
"US","1214803","R31IYBMMN2S7TV","B00CT780C2","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","Cute card!","16439","2015","Gift_Card"
"US","15907455","ROOLCGLXDPORH","B007RZ6DSO","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Great last minute gift","Bought and emailed on the 25th","16439","2015","Gift_Card"
"US","13242619","R3HN5QY59OW062","B00CHQ7MKQ","775486538","Amazon.com Gift Card in a Greeting Card (Various Designs)","5","0","0","N","Y","Happy Receipient!","Great Gift","16439","2015","Gift_Card"
"US","21632463","R11FTSYSLE5VX9","B005ESMF5G","675799499","Amazon.com Gift Card in a Black Gift Box (Various Card Designs)","5","0","0","N","Y","Five Stars","arrived very promptly and the gift box was a nice touch","16439","2015","Gift_Card"
"US","15923779","R1C7FMB7CR3UTE","B004KNWWO0","802996579","Amazon.com Gift Cards - Print at Home","5","0","0","N","Y","Five Stars","Nice cards. Arrived quickly. Thank you Amazon for making my Christmas a little easier.","16439","2015","Gift_Card"
"US","47749605","R1UNTHHVFD6M6R","B00PMOSZJW","387467353","Amazon Gift Card - Print - Here's to a Cool Yule","4","0","0","N","Y","Four Stars","Greaaaatttt!","16439","2015","Gift_Card"
"US","23302950","R17678WSK1QA55","B00G4IW690","135009463","Amazon Gift Card - Print - Happy Holidays (Gingerbread Man)","5","0","0","N","Y","Five Stars","Great!","16439","2015","Gift_Card"
"US","783613","RS86WHTGL6TUO","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","Everything started excellently","16439","2015","Gift_Card"
"US","27921904","R2SPI2OZG2JJDC","BT00DDVMVQ","20546152","Amazon eGift Card - Smile","5","0","0","N","Y","ok i guess","I think I got confused with this little card that came in the amazon package my son ordered. I used it, had to put money on it so I used my credit card but I could have used my credit card already in my amazon account so it really defeated the purpose but I used it anyway.","16439","2015","Gift_Card"
"US","20268819","R1ZV6950WO2CW5","B00AF0K9BA","157640730","Amazon.com Gift Card - Upload Your Photo (Print) - Holiday","5","0","0","N","Y","Five Stars","Easy, quick and done.","16439","2015","Gift_Card"
"US","33752883","RGOZYKJM7YM2W","B0091JKY0M","941945933","Amazon.com Gift Card for Any Amount in a Santa Tin (Ho! Ho! Ho! Card Design)","5","0","0","N","Y","Five Stars","Gave this to my sister for Christmas she loved it.","16439","2015","Gift_Card"
"US","39657488","RWZF92ZRGB1Z3","B0091JKUL0","340283309","Amazon.com Gift Card for Any Amount in a Snowflake Tin (Happy Holidays Card Design)","3","2","2","N","N","com gift cards are nice and convenient but when they ship","The Amazon.com gift cards are nice and convenient but when they ship, nobody suspects that its a Christmas gift and people may decide to open them early. I guess they (your intended recipients) expect prior notice before opening random tins being sent to their residence. I am also not exactly sure what it looks like as I've never received one shipped, so I can only assume.","16439","2015","Gift_Card"
"US","6405734","R3H4ILBTXML9LW","B0062ONJRE","334262000","Amazon Gift Card - Print - Merry Christmas (Nativity Scene)","5","0","0","N","N","Easy and Quick Gift","Was just the right gift for a person that is hard to buy for.","16439","2015","Gift_Card"
"US","2980809","R2ARPPQ3FZRU9Q","B00A4EK4CQ","363923416","Amazon Gift Card - Print - Birthday (Fonts)","5","0","0","N","Y","Five Stars","easy to use","16439","2015","Gift_Card"
"US","31022259","R2S3Z8SQXSK46T","B00PMOT2IU","802996579","Amazon.com Gift Cards - Print at Home","5","0","0","N","Y","Five Stars","The recipient very pleased with his gift-spent already !!","16439","2015","Gift_Card"
"US","16718602","RXMI6FZ0M9PZ9","B00IX1I3G6","926539283","Amazon.com Gift Card Balance Reload","5","0","0","N","Y","Five Stars","The easiest way to go!  Thank you for this option.","16439","2015","Gift_Card"
"US","19090736","R196P4FEVYBFMU","B00P8N3YPC","246783483","Amazon eGift Card - Holidays Across the Miles (Animated) [American Greetings]","5","0","0","N","Y","Five Stars","GIFT CARDS ARE GREAT","16439","2015","Gift_Card"
"US","5822036","R1AVEXE20ZW1LI","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","perfect","Perfect","16439","2015","Gift_Card"
"US","2873465","R16LGV5BL0A4CS","B00A48G0D4","848703272","Amazon eGift Card - Happy Birthday (Candles)","5","0","0","N","Y","Excellent","Easy and fast procedure.","16439","2015","Gift_Card"
"US","34678440","R19WCV68R19KRY","B00G4IWEZG","291625889","Amazon Gift Card - Print - Merry Christmas (Pine)","5","0","0","N","Y","Great Printed Gift Card","Great way to give a gift card & the design was just right.","16439","2015","Gift_Card"
"US","43912122","R1U3G21U6EVIIZ","B00GXSCZVK","333155115","Amazon Gift Card - Email - Just Because (Pick Your Own Gift) [Someecards]","5","0","0","N","Y","Five Stars","Our son loved it.","16439","2015","Gift_Card"
"US","36278575","RUAY5ELBWATUT","B007V6EVY2","910961751","Amazon Gift Card - Print - Happy Birthday (Presents)","5","0","0","N","Y","Five Stars","she loved it","16439","2015","Gift_Card"
"US","38849330","R1H0BGOJ0CVJQB","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","Excellent","16439","2015","Gift_Card"
"US","45881543","R2NXK2AW7UJ6DK","B005ISQ62U","775486538","Amazon.com Gift Card in a Greeting Card (Various Designs)","5","0","0","N","Y","Nice quality card with included envelope","Exactly as described. Nice quality card with included envelope.","16439","2015","Gift_Card"
"US","42449991","R1BUUVA1W5MKSP","B004RD8XPK","356729954","Amazon eGift Card - Congratulations!","5","0","0","N","Y","Five Stars","Excellent","16439","2015","Gift_Card"
"US","50843717","R27SHYMLZF4Q7P","B004KNWWV8","186537024","Amazon Gift Card - Print - Merry Christmas (Birds)","5","0","0","N","Y","Five Stars","As expected.","16439","2015","Gift_Card"
"US","28695425","R25BIUE4F4N58A","B00A48G0D4","848703272","Amazon eGift Card - Happy Birthday (Candles)","5","0","0","N","Y","Five Stars","Nice","16439","2015","Gift_Card"
"US","16379036","R3OWDC7838S6DI","B00GXSCZVK","333155115","Amazon Gift Card - Email - Just Because (Pick Your Own Gift) [Someecards]","5","0","0","N","Y","Five Stars","The people who received my gift card were very happy they could pick what they wanted.","16439","2015","Gift_Card"
"US","1792661","R3JMQZZIA7T7I9","B00P6TN9T4","673770023","Amazon eGift Card - Amazon Camera","4","0","0","N","Y","Four Stars","Good","16439","2015","Gift_Card"
"US","10854615","R3FDPQJ8QV2HW7","B0062ONKN2","986867139","Amazon Gift Card - Print - Merry Christmas (Santa Claus)","5","0","0","N","Y","Five Stars","pretty simple to purchase","16439","2015","Gift_Card"
"US","18238943","RPR2DZMA9YQM4","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","Received within less than 4 minutes ready to use.","16439","2015","Gift_Card"
"US","46904608","R19UC938TNVXWX","B00I5426SM","887841728","Amazon eGift Card - Congratulations (Starbursts)","5","0","0","N","Y","Five Stars","first rate service","16439","2015","Gift_Card"
"US","50430431","R1S2MQ3HLEUCIA","B00A4EK69C","964882494","Amazon Gift Card - Print - Happy Birthday (Cupcake)","5","0","0","N","Y","Five Stars","Gift cards always easy","16439","2015","Gift_Card"
"US","7795745","RXX50VF64LFMU","B00PMLD91O","344840082","Amazon eGift Card - Have a Sweet Holiday","5","0","0","N","Y","Five Stars","I LOVE GETTING GIST CARD","16439","2015","Gift_Card"
"US","1505602","RONUSGBDX0VHO","B00CT77X3O","473048287","Amazon.com eGift Cards","4","0","0","N","Y","Four Stars","Can't wait to use it in a recipe.","16439","2015","Gift_Card"
"US","14373822","R2J4SALR0E7JGT","B0080IR7S2","676326750","Amazon.com Gift Card in a Brown & Blue Tin (Classic Blue Card Design)","4","0","1","N","N","Four Stars","Packaged nicely, but the tin is not as attractive as the alternatives.","16440","2015","Gift_Card"
"US","2219495","R3QVEBOI559CXX","B004LLIKY2","918740469","Amazon eGift Card - Amazon Kindle","5","0","0","N","Y","Five Stars","excelente.!","16440","2015","Gift_Card"
"US","51864694","R1UDGF6B4UMXGE","B00JDQLYAC","426498612","Amazon.com Gift Card in a Greeting Card - Holiday Designs","5","0","0","N","Y","Looks great.","Love the idea of matching gift card and Xmas  card.","16440","2015","Gift_Card"
"US","19984778","RU4K15IJSFZF9","B0062ONJZQ","78906245","Amazon eGift Card - Merry Christmas (Santa Claus)","5","0","0","N","Y","Five Stars","Easiest gift of this holiday season.","16440","2015","Gift_Card"
"US","35345605","R11RPXU8UHEE4Z","B00CHQ7ESQ","268718841","Amazon.com Gift Card in a Ornament Tin (Merry Christmas Card Design)","5","0","0","N","Y","The tin was very nice and loved all the choices","The tin was very nice and loved all the choices. The recipient also liked the tin that her gift card came in.","16440","2015","Gift_Card"
"US","42924877","R283YWJ8QJKPZT","B00A4EK4YO","16766865","Amazon eGift Card - Thank You (Global)","5","0","0","N","Y","Five Stars","Great way to send a gift card.","16440","2015","Gift_Card"
"US","50684017","R3P0M4NNKF7WQP","B004LLIKVU","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Perfect!","Can't go wrong! Perfect for sending to a brother who lives out if state.","16440","2015","Gift_Card"
"US","4238934","R282AZ3Y2FWT6X","B00CT7BN3A","703869365","Amazon Gift Card - Facebook - This Special Season (Animated) [American Greetings]","5","1","1","N","Y","Five Stars","Easy.","16440","2015","Gift_Card"
"US","25514150","R22C024KCONEPU","B00G4IV2VI","538766567","Amazon eGift Card - Merry Christmas (Pine)","5","0","0","N","Y","It was sent exactly when I wanted it. I ...","It was sent exactly when I wanted it.  I forgot to send it till Christmas Day and my daughter got it yet Christmas evening.","16440","2015","Gift_Card"
"US","44139159","RRLTED6R9O8UA","B00BWDH368","473048287","Amazon.com eGift Cards","5","0","0","N","Y","Five Stars","was so funny! My son loved it!","16440","2015","Gift_Card"
"US","18412663","R1YBGUNQWUMLA7","B00PMLDTO6","182468701","Amazon eGift Card - Oh Deer, It's Christmas!","5","0","0","N","Y","Five Stars","Gave as gift.","16440","2015","Gift_Card"
"US","17982217","RPSH8N3JRQQUG","B00JDQM4U6","426498612","Amazon.com Gift Card in a Greeting Card - Holiday Designs","4","0","0","N","Y","Four Stars","as advertised","16440","2015","Gift_Card"
"US","31153798","R2IJ4ZG0K16B0O","BT00CTOYC0","506740729","Amazon.com $15 Gift Card in a Greeting Card (Amazon Surprise Box Design)","5","0","0","N","Y","Free money...","I got it free sooo no compaints!!","16440","2015","Gift_Card"
"US","39138796","R1BH3Y2B7YI45A","B0091JKU5Q","340283309","Amazon.com Gift Card for Any Amount in a Snowflake Tin (Happy Holidays Card Design)","4","0","0","N","Y","Four Stars","as advertised","16440","2015","Gift_Card"
